shift,interval,difficulty,event,shift_size,response,rt,jnd,correct,subject,experimenter,experiment,version,Unnamed: 34,answer
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,False,2.0,6.9375,False,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,3.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,False,3.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,4.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,3.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,False,1.0,6.9375,False,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,4.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,4.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,False,1.0,6.9375,False,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,False,1.0,6.9375,False,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,False,2.0,6.9375,False,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,0.5,trial,3.46875,True,2.0,6.9375,False,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,575.0,1.0,trial,6.9375,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,425.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,1.0,trial,6.9375,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,3.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,1.0,trial,6.9375,True,6.0,6.9375,True,40,mw,IPAD,1.1,,True
-,575.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,0.5,trial,3.46875,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,0.0,6.9375,False,40,mw,IPAD,1.1,,False
-,425.0,1.0,trial,6.9375,False,0.0,6.9375,True,40,mw,IPAD,1.1,,False
-,500.0,0.5,trial,3.46875,True,1.0,6.9375,False,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,0.5,trial,3.46875,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,1.0,6.9375,True,40,mw,IPAD,1.1,,False
+,425.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,500.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
-,500.0,0.5,trial,3.46875,False,2.0,6.9375,True,40,mw,IPAD,1.1,,False
+,500.0,0.5,trial,3.46875,True,2.0,6.9375,True,40,mw,IPAD,1.1,,True
-,425.0,1.0,trial,6.9375,False,4.0,6.9375,True,40,mw,IPAD,1.1,,False
+,575.0,0.5,trial,3.46875,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,575.0,1.0,trial,6.9375,True,0.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,6.9375,True,1.0,6.9375,True,40,mw,IPAD,1.1,,True
+,425.0,1.0,trial,31.375,False,0.0,31.375,False,41,mw,IPAD,1.1,,True
+,575.0,1.0,trial,31.375,False,1.0,31.375,False,41,mw,IPAD,1.1,,True
+,500.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,425.0,0.5,trial,15.6875,True,2.0,31.375,False,41,mw,IPAD,1.1,,False
-,500.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,425.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,500.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,425.0,0.5,trial,15.6875,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,575.0,0.5,trial,15.6875,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
-,575.0,0.5,trial,15.6875,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,500.0,1.0,trial,31.375,False,0.0,31.375,True,41,mw,IPAD,1.1,,False
+,425.0,0.5,trial,15.6875,False,0.0,31.375,False,41,mw,IPAD,1.1,,True
+,425.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,575.0,1.0,trial,31.375,False,2.0,31.375,True,41,mw,IPAD,1.1,,False
-,575.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,425.0,1.0,trial,31.375,False,0.0,31.375,True,41,mw,IPAD,1.1,,False
-,425.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,500.0,1.0,trial,31.375,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
+,575.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,425.0,0.5,trial,15.6875,False,2.0,31.375,True,41,mw,IPAD,1.1,,False
+,500.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,500.0,0.5,trial,15.6875,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,500.0,0.5,trial,15.6875,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
-,500.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,425.0,1.0,trial,31.375,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
-,425.0,0.5,trial,15.6875,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
+,575.0,0.5,trial,15.6875,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
+,575.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,500.0,1.0,trial,31.375,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
+,575.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,575.0,0.5,trial,15.6875,True,4.0,31.375,False,41,mw,IPAD,1.1,,False
+,425.0,0.5,trial,15.6875,True,2.0,31.375,True,41,mw,IPAD,1.1,,True
+,500.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,500.0,0.5,trial,15.6875,False,0.0,31.375,True,41,mw,IPAD,1.1,,False
-,575.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,425.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,575.0,1.0,trial,31.375,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
-,500.0,1.0,trial,31.375,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
-,575.0,0.5,trial,15.6875,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
-,500.0,0.5,trial,15.6875,True,1.0,31.375,False,41,mw,IPAD,1.1,,False
+,500.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,425.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,575.0,0.5,trial,15.6875,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,575.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,575.0,0.5,trial,15.6875,False,1.0,31.375,False,41,mw,IPAD,1.1,,True
+,425.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,425.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
+,500.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,500.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,500.0,0.5,trial,15.6875,True,0.0,31.375,True,41,mw,IPAD,1.1,,True
+,425.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,575.0,0.5,trial,15.6875,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
-,500.0,0.5,trial,15.6875,True,0.0,31.375,False,41,mw,IPAD,1.1,,False
-,575.0,1.0,trial,31.375,False,1.0,31.375,True,41,mw,IPAD,1.1,,False
-,425.0,0.5,trial,15.6875,True,2.0,31.375,False,41,mw,IPAD,1.1,,False
+,425.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,425.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
+,575.0,1.0,trial,31.375,True,1.0,31.375,True,41,mw,IPAD,1.1,,True
